Tiêu đề,Nguyên liệu,Sơ chế,Thực hiện,Cách dùng,Mách nhỏ,Thực đơn,Lời khuyên
Gà xốt cam,"Má đùi gà rút xương		 300g, Cam Mỹ		 1 trái, Gừng băm		 1m, Gia vị: 	Dầu ăn, ớt bột Hàn Quốc, tiêu, đường, bột năng, Nước tương ""Phú Sĩ"", Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Má đùi gà rút xương		 300g, Cam Mỹ		 1 trái, Gừng băm		 1m, Gia vị: 	Dầu ăn, ớt bột Hàn Quốc, tiêu, đường, bột năng, Nước tương ""Phú Sĩ"", Gia vị nêm sẵn Aji-Quick® Bột chiên giòn",,,"Cho gà ra dĩa, rắc ớt bột lên trên. Dùng nóng.",Pha hỗn hợp bột chiên hơi loãng giúp lớp bột áo quanh gà mỏng và có độ giòn xốp.Nên thêm ít múi cai vào trong sốt giúp sốt có mùi thơm và đẹp hơn.,,
Trứng chiên đậu hủ thịt cua,"Trứng gà ta   6 quả, Thịt cua    50g, Đậu hũ trắng   100g, Cà chua bi   1 quả, Hành tím    2 củ, Hành lá, Dầu ăn, đường, tiêu, Bột canh, Trứng gà ta   6 quả, Thịt cua    50g, Đậu hũ trắng   100g, Cà chua bi   1 quả, Hành tím    2 củ, Hành lá, Dầu ăn, đường, tiêu, Bột canh",,,"Cho trứng ra dĩa, trang trí với xốt Mayonnaise Aji-mayo® nắp kép mới vẽ tạo thành hình mặt thỏ.",Xào thịt cua trước và nêm tiêu để thịt cua thơm hơn.,,
Tôm rang củ nén húng chanh,"Tôm sú      400g, Củ nén      30g, Lá húng chanh (tần dày lá)   20 lá, Ớt hiểm     2 trái, Hành tím băm     1M, ĂN KÈM: cơm, dưa leo, cà chua bi, rau mầm, Gia vị: muối tôm, tiêu, đường, dầu ăn, rượu trắng, ớt bột, Bột ngọt AJI-NO-MOTO®, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Tôm sú      400g, Củ nén      30g, Lá húng chanh (tần dày lá)   20 lá, Ớt hiểm     2 trái, Hành tím băm     1M, ĂN KÈM: cơm, dưa leo, cà chua bi, rau mầm, Gia vị: muối tôm, tiêu, đường, dầu ăn, rượu trắng, ớt bột, Bột ngọt AJI-NO-MOTO®, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,"Phi thơm củ nén với dầu ăn, cho tôm vào rang lửa lớn, đảo nhanh tay cho tôm nhanh chín, sau đó cho lá húng chanh và ớt hiểm vào xóc đều đến khi tôm chín thì tắt lửa, thêm 1/2m muối tôm vào xóc đều, thêm chút ớt bột.","Bày tôm rang, lá húng chanh ra dĩa cùng với rau mầm, dưa leo, cà chua bi, trang trí topping với Xốt Mayonnaise Aji-Mayo®.","Chọn tôm tươi, con to để món ăn có màu đỏ đẹp sẽ bắt mắt hơn.Ướp và rắc muối tôm để tạo hương vị đậm đà và mới lạ cho món ăn.",,
Chả cá Lã Vọng,"Phi lê cá lóc  400g, Riềng xay  50g, Mẻ 2M, Mắm tôm 1/3m, Hành tím băm nhỏ 2M, Nước nghệ đặc         3M, Hành và thì là 50g, Sả băm nhỏ 1 củ, Rượu trắng 2M, Nước cốt gừng 2M, Lạc rang giã nhỏ 40g, Muối, tiêu, Dầu ăn, đường, tỏi băm, nước cốt chanh, Trang trí: ớt sừng cắt sợi, húng lủi, Bột ngọt AJI-NO-MOTO®, Phi lê cá lóc  400g, Riềng xay  50g, Mẻ 2M, Mắm tôm 1/3m, Hành tím băm nhỏ 2M, Nước nghệ đặc         3M, Hành và thì là 50g, Sả băm nhỏ 1 củ, Rượu trắng 2M, Nước cốt gừng 2M, Lạc rang giã nhỏ 40g, Muối, tiêu, Dầu ăn, đường, tỏi băm, nước cốt chanh, Trang trí: ớt sừng cắt sợi, húng lủi, Bột ngọt AJI-NO-MOTO®",,,,Ướp gia vị khô và nước nghệ trước khi cho các gia vị nước để cá dễ thấm gia vị.,,
Chả ốc chiên,"Thịt ốc bươu 150g, Giò sống 100g, Nạc dăm xay 30g, Nấm mèo băm nhỏ  2M, Lòng trắng trứng  1 quả, Gừng 1m, Tỏi 1m, Tiêu xanh đập dập 1 nhánh, Ớt băm 1/2m, Hành tím băm 1m, Nước cốt chanh 1/2M, Lá chanh băm nhỏ 1/2m, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Thịt ốc bươu 150g, Giò sống 100g, Nạc dăm xay 30g, Nấm mèo băm nhỏ  2M, Lòng trắng trứng  1 quả, Gừng 1m, Tỏi 1m, Tiêu xanh đập dập 1 nhánh, Ớt băm 1/2m, Hành tím băm 1m, Nước cốt chanh 1/2M, Lá chanh băm nhỏ 1/2m, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn",,,"Bày chả ốc chiên lên đĩa, trang trí thêm vài lát ớt và lá chanh băm nhỏ lên trên cho đẹp mắt.",💡 Thêm gừng vào nhân để tạo mùi thơm cho món ăn💡 Thêm Gia vị nêm sẵn Aji-Quick® Bột Chiên Giòn vào nhân để tạo độ kết dính và giúp món ăn giòn ngon hơn,"Thực đơn bổ máu
2100 kcal. G:P:L=52:18:30
BỮA ĂN | NĂNG LƯỢNG | MÓN ĂN | THÀNH PHẦN NGUYÊN LIỆU
Sáng | 600 | Phở Bò Bắp Hoa | 1 khẩu phần
Tráng miệng: Chuối | 1.5 trái
Phụ 1 | 150 | Bánh quy | 1 cái
Trưa | 650 | Canh Chua Cá Miền Nam | 1 khẩu phần
Tim Heo Xào Măng Tây | 1/2 khẩu phần
Chả ốc chiên (280 kcal)
Cơm | 1.5 chén
Phụ 2 | 150 | Yaourt phô mai | 1 hủ
Tối | 550 | Lẩu Collagen | 1 khẩu phần
Ăn kèm bún tươi | 1.5 chén
Trái cây: Dâu tây | 10 trái",
Salad mực ống,"Mực ống tươi: 300g, Xà lách xoăn Frisse: 50g, Xà lách Romain: 50g, Rau mầm tím: 50g, Hành tây tím: 1 củ nhỏ, Củ radish: 5 củ, Hỗn hợp gia vị lá thơm (khô): 1m, Tỏi băm: 2M, Gừng mài: 1M, RAU NÊM: Húng lủi, ĂN KÈM: Cơm, Gia vị: Dầu olive, ớt bột paprika, đường, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ"", Mực ống tươi: 300g, Xà lách xoăn Frisse: 50g, Xà lách Romain: 50g, Rau mầm tím: 50g, Hành tây tím: 1 củ nhỏ, Củ radish: 5 củ, Hỗn hợp gia vị lá thơm (khô): 1m, Tỏi băm: 2M, Gừng mài: 1M, RAU NÊM: Húng lủi, ĂN KÈM: Cơm, Gia vị: Dầu olive, ớt bột paprika, đường, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ""",,,"Xếp các loại rau xà lách, rau mầm, hành tây và củ radish ra dĩa, cho mực lên trên, rưới xốt dầu giấm nước tương lên cùng, rắc thêm ớt bột, trang trí với húng lủi.","Xào mực lửa lớn để không bị ra nước nhiều, mực sẽ giòn ngon ngọt hơn.Các loại rau sau khi rửa giữ trong tủ lạnh hoặc ngâm nước đá để có độ giòn.Dùng nước tương “Phú Sĩ” để pha sốt dầu giấm giúp tạo hương vị mới lạ cho món salad.",,
Bún gà xáo sả,"Gà ta	1/2 con, Sả cây	5 cây, Cà rốt	1/3 củ, Nấm mèo	2 tai, ĂN KÈM: Bún, xà lách, rau thơm ăn kèm, Gia vị: Củ nén, dầu điều, nước mắm, đường, mắm ruốc, bột nghệ, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà, Gà ta	1/2 con, Sả cây	5 cây, Cà rốt	1/3 củ, Nấm mèo	2 tai, ĂN KÈM: Bún, xà lách, rau thơm ăn kèm, Gia vị: Củ nén, dầu điều, nước mắm, đường, mắm ruốc, bột nghệ, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà",,,,"Thêm mắm ruốc vào gà xáo giúp tăng thêm hương vị cho món ăn.Mắm ruốc cho vào lò vi sóng 30 giây, mắm ruốc sẽ nhanh khô và thơm dịu mùi mắm.Sử dụng củ nén giúp món ăn có mùi thơm đặc trưng.",,
Gỏi cá kèo,"Cá kèo : 200g, Củ cải trắng : 150g, Rau mầm : 50g, Hành tím : 3 củ, Dưa leo : 1 trái, Ớt sừng : 1 trái, Húng lủi, húng cây, Tỏi phi, mè rang, Tỏi ớt băm, Nước mắm, đường, dầu ăn, Giấm gạo lên men ""Ajinomoto"", Cá kèo : 200g, Củ cải trắng : 150g, Rau mầm : 50g, Hành tím : 3 củ, Dưa leo : 1 trái, Ớt sừng : 1 trái, Húng lủi, húng cây, Tỏi phi, mè rang, Tỏi ớt băm, Nước mắm, đường, dầu ăn, Giấm gạo lên men ""Ajinomoto""",,,,Ngâm củ cải với muối và Giấm gạo lên men LISA® để củ cải không bị hăng.Nên chiên cá kèo vàng giòn để món ăn ngon hơn.,,
Khai vị cá hồi,"Cá hồi xông khói cắt lát: 400g, Lá húng cây: 50g, Lá húng lủi: 25g, Cốt chanh: 1m, Lá rau bó xôi non: 200g, Bưởi da xanh, tách sẵn từng múi, chưa lột vỏ: 4 múi, Trái bơ: 1 quả, Bánh mì que: 2 ổ, Cam Mỹ: 1 quả, Tỏi băm nhuyễn: 1m, ĂN KÈM:	Bánh mì Âu các loại, Gia vị: 	Bơ mặn ( để mềm) 4M , muối, tiêu, đường, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Cá hồi xông khói cắt lát: 400g, Lá húng cây: 50g, Lá húng lủi: 25g, Cốt chanh: 1m, Lá rau bó xôi non: 200g, Bưởi da xanh, tách sẵn từng múi, chưa lột vỏ: 4 múi, Trái bơ: 1 quả, Bánh mì que: 2 ổ, Cam Mỹ: 1 quả, Tỏi băm nhuyễn: 1m, ĂN KÈM:	Bánh mì Âu các loại, Gia vị: 	Bơ mặn ( để mềm) 4M , muối, tiêu, đường, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,Dùng kèm với bánh mì tỏi nướng giòn. Món ăn ngon đi kèm:Khoai tây chiên bò nướng,Giữ bánh mì trong tủ đông dễ cẳt và bánh cắt không bị dính ruột bánh mì lạiKhi làm xốt có sử dụng mayonaise thì nên hòa tan trước các gia vị để gia vị được tan hoàn toàn nước xốt sẽ đều vị hơn.,,
Lẩu chao mực,"Mực nang làm sạch: 600g, Chao trắng: 150g, Sa tế tôm: 2M, Nước dừa tươi: 1 trái, Nước dùng: 500ml, Đậu hũ trắng: 2 miếng, Hành tây: 1/2 củ, Sả cây băm nhỏ: 2M, Hành tím băm: 2M, RAU NÊM: ngò gai, hành lá cắt khúc, ĂN KÈM:	bún, rau muống, bông bí, bông điên điển, rau đắng, đậu rồng., Gia vị: đường, nước mắm, dầu, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Mực nang làm sạch: 600g, Chao trắng: 150g, Sa tế tôm: 2M, Nước dừa tươi: 1 trái, Nước dùng: 500ml, Đậu hũ trắng: 2 miếng, Hành tây: 1/2 củ, Sả cây băm nhỏ: 2M, Hành tím băm: 2M, RAU NÊM: ngò gai, hành lá cắt khúc, ĂN KÈM:	bún, rau muống, bông bí, bông điên điển, rau đắng, đậu rồng., Gia vị: đường, nước mắm, dầu, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo","Mựcnang khứa vẩy rồng phần thân, đầu mực cắt nhỏ. Hành tây cắt múi cau.Đậu hũtrắng cắt làm 6 miếng. Ngò gai và hành lá cắt khúc.",,"Bàybún, mực và rau, bày nồi nước lẩu ra, khi ăn nhúng các nguyên liệu và thưởng thức.","Chọn hũ chao cũ, những viên chao nổi lên trên là chao ngon.Cho viên chao vào xào giúp tăng thêm mùi thơm cho món ăn.Cho sa tế tôm vào trong nước lẩu giúp tạo mùi thơm, vị cay cho món ăn.",,
Gỏi cá kiểu Nhật,"Cá basa phi lê: 200g Ti, Rau tần ô: 400g, Củ cải trắng: 100g, Hành lá: 3 cây, Ớt sừng: 1/2 trái (cắt sợi), Cà rốt: 50g(cắt sợi), Hành tây: 1/4 củ (cắt lát), Mè trắng rang: 1m, Gia vị: Tiêu, đường, dầu ăn, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Nước tương ""Phú Sĩ"", Cá basa phi lê: 200g Ti, Rau tần ô: 400g, Củ cải trắng: 100g, Hành lá: 3 cây, Ớt sừng: 1/2 trái (cắt sợi), Cà rốt: 50g(cắt sợi), Hành tây: 1/4 củ (cắt lát), Mè trắng rang: 1m, Gia vị: Tiêu, đường, dầu ăn, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Nước tương ""Phú Sĩ""",,,"Xếp gỏi cá basa ra dĩa, trang trí với ớt cắt sợi. Món ăn ngon đi kèm:Canh sườn bí đỏ rong biển","Vắt ráo rau để gỏi thấm đều vị.Chiên cá với bột chiên giòn để cá được định hình đẹp hơn.Chọn cá basa miếng to, dày thịt và có màu trắng trong sẽ ngon hơn.",,
Bí ngòi hấp chả chay,"Bí ngòi vàng, xanh  2 trái (chọn trái suông đều), Giò sống chay    200g, Ớt Đà Lạt đỏ cắt hạt lựu   2M, Boa rô phi    3M, Nấm hương khô ngâm mềm, cắt nhỏ  2M, Cọng ngò rí cắt nhỏ  2m, Tiêu xanh giã bể   1M, RAU NÊM: Ngò rí, Gia vị: dầu mè, đường, nước bột năng, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Nấm, Bí ngòi vàng, xanh  2 trái (chọn trái suông đều), Giò sống chay    200g, Ớt Đà Lạt đỏ cắt hạt lựu   2M, Boa rô phi    3M, Nấm hương khô ngâm mềm, cắt nhỏ  2M, Cọng ngò rí cắt nhỏ  2m, Tiêu xanh giã bể   1M, RAU NÊM: Ngò rí, Gia vị: dầu mè, đường, nước bột năng, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Nấm",,,"Xếp bí ngòi hấp chả chay ra dĩa, chan xốt tiêu xanh nước tương lên trên, dùng nóng.","Giò sống chay có thể thay bằng đậu hũ trắng luộc chín, vắt ráo nước, tán nhỏ.",,
Bánh cuốn chay,"Bột bánh cuốn: 220g, Chả lụa chay: 300g, Củ sắn: 70g, Nấm mèo: 3M, Nấm hương: 2M, Nước dừa tươi: 1 chén, Cà rốt: 50g, Boa rô (còn lá xanh): 1 cây, Ớt hiểm băm, kiệu chua, chanh, ngò rí, Muối, đường, tiêu, dầu ăn, Hạt nêm Aji-ngon® Nấm, Nước tương ""Phú Sĩ"", Bột ngọt AJI-NO-MOTO®, Bột bánh cuốn: 220g, Chả lụa chay: 300g, Củ sắn: 70g, Nấm mèo: 3M, Nấm hương: 2M, Nước dừa tươi: 1 chén, Cà rốt: 50g, Boa rô (còn lá xanh): 1 cây, Ớt hiểm băm, kiệu chua, chanh, ngò rí, Muối, đường, tiêu, dầu ăn, Hạt nêm Aji-ngon® Nấm, Nước tương ""Phú Sĩ"", Bột ngọt AJI-NO-MOTO®",,,,"Pha bột tráng bánh trước để có thời gian bột nở, dai, tráng bánh sẽ dễ dàng hơn.Nước dừa tươi nên đun sôi để nguội để bảo quản nước chấm tốt hơn.",,
Súp nấm ngưu bàng,"Nước dùng rau củ		 1,5 lít, Củ năng		 50g, Cà rốt		 50g, Đậu hũ non		 1 miếng, Nấm rơm búp		 100g, Nấm mèo		 1 miếng, Ngưu bàng tươi		 1 khúc 2 tấc, Nấm hương sapa		 3 tai, Gia vị: 	muối, đường, tiêu, bột năng, poa rô cắt lát (1 chén), ngò rí, dầu, dầu mè., Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Nấm, Nước dùng rau củ		 1,5 lít, Củ năng		 50g, Cà rốt		 50g, Đậu hũ non		 1 miếng, Nấm rơm búp		 100g, Nấm mèo		 1 miếng, Ngưu bàng tươi		 1 khúc 2 tấc, Nấm hương sapa		 3 tai, Gia vị: 	muối, đường, tiêu, bột năng, poa rô cắt lát (1 chén), ngò rí, dầu, dầu mè., Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Nấm",,"Xào nấm Nấu súp Đun nước dùng cho sôi, cho ngưu bàng vào rồi nêm gia vị: 1M Hạt nêm Aji-ngon® NẤM, 1/2M đường, 1m muối, cho 3 loại nấm vào, cùng với cà rốt, củ năng, nấu chín. Cho 3M nước bột năng vào khuấy cho nước súp sánh vừa. Thêm 1/2m dầu mè.","Tắt lửa múc ra tô, rắc tiêu, ngò rí, poa rô phi. Dọn kèm Nước tương “Phú Sĩ”. Món ăn chay ngon đi kèm:Xào lăn chay thảo mộc",✅ Xào qua nấm cho nấm ngấm gia vị và thơm mùi poa rô.✅ Ngưu bàng chỉ cần cạo vỏ bên ngoài đễ giữ được chất dinh dưỡng nhiều hơn.,,
Bánh pancake xếp nhân sầu riêng,"Bột Pan cake vị truyền thống: 1 gói ( 100g), Cơm sầu riêng (Xay nhuyễn): 200g, Đậu xanh  khô không vỏ (Ngâm mềm nấu chín, xay nhuyễn. ): 50g, Dừa nạo sợi: 100g, Sữa tươi ít đường: 200ml, Nước cốt dừa: 50ml, Lòng đỏ trứng gà: 2 cái, Bột năng: 20g, RAU NÊM:	Rau húng lủi, Gia vị: Dầu Oliu, muối,  đường, đường bột., Bột bánh rán pha sẵn vị truyền thống, Bột Pan cake vị truyền thống: 1 gói ( 100g), Cơm sầu riêng (Xay nhuyễn): 200g, Đậu xanh  khô không vỏ (Ngâm mềm nấu chín, xay nhuyễn. ): 50g, Dừa nạo sợi: 100g, Sữa tươi ít đường: 200ml, Nước cốt dừa: 50ml, Lòng đỏ trứng gà: 2 cái, Bột năng: 20g, RAU NÊM:	Rau húng lủi, Gia vị: Dầu Oliu, muối,  đường, đường bột., Bột bánh rán pha sẵn vị truyền thống","Khuấy bột:Khuấy đều 1 gói bột (100g) và 200ml sữa tươi, lòng đỏ trứng gà, bột năng, lượt hỗn hợp bột qua rây trước khi đổ bánh, để phần vỏ bánh đều và mịn hơn (Khuấy nhiều nước hơn so với định lượng trên bao bì để đổ lớp bánh mỏng và dễ xếp).",,"Cắt bánh làm đôi, xếp bánh ra dĩa cho ít đường bột, lá húng lủi lên trên. Món ăn ngon đi kèm:Trà sữa gạo rang thạch matcha","Xay nhuyễn cơm sầu riêng và đậu xanh, để phần nhân bánh mịn hơn.Sên nhân bánh với lửa vừa để nhân mịn và thơm ngon.Cho dừa bào sợi vào nhân để tạo thêm vị béo đặc trưng cho món bánh.",,
Nicoise salad (Salad trứng cá ngừ),"Cá ngừ hộp    1 hộp, Xà lách búp    1 búp, Hành tây tím    1/4 củ (nhỏ), Cà chua     1 quả, Khoai tây luộc    1 củ, Đậu cove Nhật    50g, Trứng gà luộc chín   1 quả, Oliu đen    3 quả, Muối, đường, tiêu đen giã bể, Dầu ăn, mù tạc vàng, rượu vang trắng, Giấm gạo lên men ""Ajinomoto"", Cá ngừ hộp    1 hộp, Xà lách búp    1 búp, Hành tây tím    1/4 củ (nhỏ), Cà chua     1 quả, Khoai tây luộc    1 củ, Đậu cove Nhật    50g, Trứng gà luộc chín   1 quả, Oliu đen    3 quả, Muối, đường, tiêu đen giã bể, Dầu ăn, mù tạc vàng, rượu vang trắng, Giấm gạo lên men ""Ajinomoto""","–Cá hộpđể riêng phần thịt cá và dầu ngâm cá. Trứng gà cắt múi cau.– Cà chua cắt lát 1cm, ướp ít muối. Hành tây tím cắt mỏng 2mm, ngâm nước lạnh. Xà lách búp cắt nhỏ.– Đậu cove Nhật luộc chín cắt xéo làm 3. Khoai tây luộc chín nguyên củ, lột vỏ, cắt lát dày 8mm, ướp với 1M rượu vang trắng.","–Làm xốt: cho 1m muối, 1m mù tạc vàng, 1M đường, 3M giấm gạo lên men của Ajinomoto vào cối xay sinh tố, vừa xay vừa cho từ từ dầu ăn và dầu ngâm cá vào, cho tiêu đen vào xay đều.","– Bày salad ra dĩa, cho khoai tây và các nguyên liệu còn lại xung quanh, cho cá ngừ lên trên, sau cùng rưới xốt lên. Dùng chung với bánh mì hoặc cơm.",– Ướp cà chua với ít muối để làm dịu vị chua của cà và vừa ăn hơn.– Ướp khoai tây với rượu vang trắng giúp khoai tây có mùi vị đặc trưng.,,
Cá cuốn kì lân,"Cá lóc : 1kg, Jambon (dày 5mm) : 2 lát, Gừng : 1 củ, Măng vàng : 100g, Hành lá : 2 cọng, Rong biển (5x5cm) : 2 miếng, Nước chanh dây tươi : 3M, Bột năng pha loãng : 1M, Đường, muối, dầu ăn, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Cá lóc : 1kg, Jambon (dày 5mm) : 2 lát, Gừng : 1 củ, Măng vàng : 100g, Hành lá : 2 cọng, Rong biển (5x5cm) : 2 miếng, Nước chanh dây tươi : 3M, Bột năng pha loãng : 1M, Đường, muối, dầu ăn, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn",,,,"Phi lê cá nên cho vào tủ lạnh trước khi cắt để cá săn lại và dễ cắt hơn.Chọn măng bản to, đã luộc sẵn thì măng sẽ ngọt và không có mùi hăng.",,
Thịt cuốn rau củ,"Thịt nạc thăn: 200g, Tía tô: 3 cây, Hành lá: 5 cây, Nấm kim châm: 50g, Cà rốt: ½ củ, Ớt sừng: 1 trái, Trứng gà: 3 quả, Bột chiên xù: 100g, Bột mì: 100g, Tỏi băm, ớt băm, tiêu, Xốt tương LISA, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Hạt nêm Aji-ngon® Heo, Thịt nạc thăn: 200g, Tía tô: 3 cây, Hành lá: 5 cây, Nấm kim châm: 50g, Cà rốt: ½ củ, Ớt sừng: 1 trái, Trứng gà: 3 quả, Bột chiên xù: 100g, Bột mì: 100g, Tỏi băm, ớt băm, tiêu, Xốt tương LISA, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Hạt nêm Aji-ngon® Heo",,,,"Giữ thịt trong tủ đông 30 phút để miếng thịt cứng lại sẽ dễ cắt lát mỏng hơn. Dùng dụng cụ đập thịt dần đều trên bề mặt thịt để thịt mềm và mỏng, sẽ dễ cuốn hơn. Để thịt không bị bung ta khi chiên nên để thịt trong tủ lạnh 1 giờ.",,
